url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,85,52
/elixir-tools/elixir-tools.nvim/issues,5,4
/elixir-tools/elixir-tools.nvim/blob/main/flake.nix,1,1
/elixir-tools/elixir-tools.nvim/commits/main,1,1
/elixir-tools/elixir-tools.nvim/graphs/contributors,1,1
/elixir-tools/elixir-tools.nvim/issues/182,1,1
/elixir-tools/elixir-tools.nvim/pulls,1,1
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,1,1
/elixir-tools/elixir-tools.nvim/tree/main/queries/elixir,1,1
