time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-25 00:00:00+00:00,86,29,21,10
2025-09-26 00:00:00+00:00,33,16,16,12
2025-09-27 00:00:00+00:00,30,15,26,17
2025-09-28 00:00:00+00:00,25,13,18,11
2025-09-29 00:00:00+00:00,122,43,15,10
2025-09-30 00:00:00+00:00,79,31,10,8
2025-10-01 00:00:00+00:00,61,36,14,13
2025-10-02 00:00:00+00:00,63,23,12,8
2025-10-03 00:00:00+00:00,50,22,16,5
2025-10-04 00:00:00+00:00,23,12,37,10
2025-10-05 00:00:00+00:00,37,21,2,2
2025-10-06 00:00:00+00:00,72,29,15,12
2025-10-07 00:00:00+00:00,55,29,19,8
2025-10-08 00:00:00+00:00,62,22,10,9
