referrer,views_total,views_unique
Google,172,78
elixir-tools.dev,95,26
DuckDuckGo,32,19
github.com,26,9
mitchellhanberg.com,13,5
Bing,10,4
elixirforum.com,9,6
search.brave.com,9,6
t.co,7,4
search.nixos.org,6,2
