time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-06 00:00:00+00:00,96,59,27,17
2024-05-07 00:00:00+00:00,77,42,32,15
2024-05-08 00:00:00+00:00,82,40,39,19
2024-05-09 00:00:00+00:00,95,45,42,22
2024-05-10 00:00:00+00:00,91,38,75,23
2024-05-11 00:00:00+00:00,66,25,53,10
2024-05-12 00:00:00+00:00,61,29,33,15
2024-05-13 00:00:00+00:00,108,45,91,33
2024-05-14 00:00:00+00:00,67,31,33,15
2024-05-15 00:00:00+00:00,72,32,40,22
2024-05-16 00:00:00+00:00,92,44,72,25
2024-05-17 00:00:00+00:00,98,42,37,23
2024-05-18 00:00:00+00:00,68,29,19,9
2024-05-19 00:00:00+00:00,69,26,25,15
