time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-28 00:00:00+00:00,59,24,19,11
2025-03-01 00:00:00+00:00,48,20,3,3
2025-03-02 00:00:00+00:00,49,22,7,5
2025-03-03 00:00:00+00:00,128,39,28,12
2025-03-04 00:00:00+00:00,89,39,14,12
2025-03-05 00:00:00+00:00,54,25,14,13
2025-03-06 00:00:00+00:00,85,28,20,11
2025-03-07 00:00:00+00:00,82,36,23,9
2025-03-08 00:00:00+00:00,67,16,5,5
2025-03-09 00:00:00+00:00,68,27,8,7
2025-03-10 00:00:00+00:00,79,31,13,10
2025-03-11 00:00:00+00:00,109,38,18,14
2025-03-12 00:00:00+00:00,65,28,11,11
2025-03-13 00:00:00+00:00,49,21,18,16
