url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,106,61
/elixir-tools/elixir-tools.nvim/issues,19,9
/elixir-tools/elixir-tools.nvim/pulls,5,3
/elixir-tools/elixir-tools.nvim/issues/123,3,3
/elixir-tools/elixir-tools.nvim/issues/245,3,2
/elixir-tools/elixir-tools.nvim/issues/164,3,1
/elixir-tools/elixir-tools.nvim/issues/202,2,2
/elixir-tools/elixir-tools.nvim/issues/228,2,2
/elixir-tools/elixir-tools.nvim/pull/85,2,2
/elixir-tools/elixir-tools.nvim/branches,2,1
