url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,45,34
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,3,2
/elixir-tools/elixir-tools.nvim/issues,2,2
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/projectionist/init.lua,2,1
/elixir-tools/elixir-tools.nvim/commit/123dbc2463aef2c547212a3a961e3018e722a326,2,1
/elixir-tools/elixir-tools.nvim/commit/b51b48edc668924a6b2f6610f9a0aff34741d20e,2,1
/elixir-tools/elixir-tools.nvim/tree/main/ftplugin,2,1
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/projectionist,2,1
/elixir-tools/elixir-tools.nvim/actions,1,1
/elixir-tools/elixir-tools.nvim/blob/main/.tool-versions,1,1
