time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-21 00:00:00+00:00,46,18,7,6
2025-12-22 00:00:00+00:00,101,33,16,12
2025-12-23 00:00:00+00:00,45,17,9,8
2025-12-24 00:00:00+00:00,49,16,5,3
2025-12-25 00:00:00+00:00,43,15,6,5
2025-12-26 00:00:00+00:00,61,21,4,4
2025-12-27 00:00:00+00:00,68,18,12,8
2025-12-28 00:00:00+00:00,68,22,8,7
2025-12-29 00:00:00+00:00,67,27,11,11
2025-12-30 00:00:00+00:00,65,24,5,2
2025-12-31 00:00:00+00:00,53,22,6,6
2026-01-01 00:00:00+00:00,59,21,12,6
2026-01-02 00:00:00+00:00,74,26,8,8
2026-01-03 00:00:00+00:00,55,20,14,9
