url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,288,160
/elixir-tools/elixir-tools.nvim/issues,35,17
/elixir-tools/elixir-tools.nvim/blob/main/README.md,19,6
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/init.lua,18,3
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,11,5
/elixir-tools/elixir-tools.nvim/releases/tag/v0.15.0,9,8
/elixir-tools/elixir-tools.nvim/pulls,7,5
/elixir-tools/elixir-tools.nvim/commits/main,7,3
/elixir-tools/elixir-tools.nvim/blob/main/.tool-versions,6,3
/elixir-tools/elixir-tools.nvim/tree/main/doc,6,3
