time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-19 00:00:00+00:00,120,35,10,7
2025-06-20 00:00:00+00:00,110,35,67,10
2025-06-21 00:00:00+00:00,80,31,8,6
2025-06-22 00:00:00+00:00,66,24,16,11
2025-06-23 00:00:00+00:00,126,38,21,7
2025-06-24 00:00:00+00:00,85,31,21,14
2025-06-25 00:00:00+00:00,87,31,21,13
2025-06-26 00:00:00+00:00,106,32,16,10
2025-06-27 00:00:00+00:00,86,31,12,11
2025-06-28 00:00:00+00:00,54,20,2,2
2025-06-29 00:00:00+00:00,65,25,25,12
2025-06-30 00:00:00+00:00,77,32,9,6
2025-07-01 00:00:00+00:00,64,26,16,12
2025-07-02 00:00:00+00:00,61,25,8,7
