referrer,views_total,views_unique
Google,78,52
elixir-tools.dev,21,13
DuckDuckGo,19,11
elixirforum.com,13,6
mitchellhanberg.com,13,5
github.com,10,6
search.brave.com,9,5
hexdocs.pm,4,1
search.nixos.org,3,3
elixir-lang.org,2,2
