url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,250,146
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,21,5
/elixir-tools/elixir-tools.nvim/issues,16,11
/elixir-tools/elixir-tools.nvim/tree/main/support,9,2
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/init.lua,8,3
/elixir-tools/elixir-tools.nvim/blob/main/doc/elixir-tools.nvim.txt,6,3
/elixir-tools/elixir-tools.nvim/tree/main/doc,6,2
/elixir-tools/elixir-tools.nvim/blob/main/support/minimal_init.lua,5,2
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/elixirls,5,2
/elixir-tools/elixir-tools.nvim/blob/5e7596be469be0800e9cbe3415de971f7286c3d0/README.md,4,1
