referrer,views_total,views_unique
Google,33,22
search.brave.com,32,4
github.com,9,5
expert-lsp.org,3,3
DuckDuckGo,2,2
elixir-tools.dev,2,2
ecosia.org,1,1
kagi.com,1,1
mitchellhanberg.com,1,1
