referrer,views_total,views_unique
Google,80,46
github.com,23,13
search.brave.com,6,3
DuckDuckGo,5,5
elixir-tools.dev,4,4
elixirforum.com,4,2
expert-lsp.org,3,2
medium.com,3,2
dotfyle.com,1,1
kagi.com,1,1
