referrer,views_total,views_unique
Google,284,94
elixir-tools.dev,88,34
DuckDuckGo,37,20
elixirforum.com,24,11
github.com,14,9
Bing,10,6
medium.com,9,7
mitchellhanberg.com,9,5
luarocks.org,9,1
elixir-lang.org,2,2
