time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-07 00:00:00+00:00,82,36,23,9
2025-03-08 00:00:00+00:00,67,16,5,5
2025-03-09 00:00:00+00:00,68,27,8,7
2025-03-10 00:00:00+00:00,79,31,13,10
2025-03-11 00:00:00+00:00,109,38,18,14
2025-03-12 00:00:00+00:00,65,28,11,11
2025-03-13 00:00:00+00:00,50,22,18,16
2025-03-14 00:00:00+00:00,75,31,4,3
2025-03-15 00:00:00+00:00,70,27,5,2
2025-03-16 00:00:00+00:00,64,24,9,8
2025-03-17 00:00:00+00:00,85,32,10,7
2025-03-18 00:00:00+00:00,80,29,20,11
2025-03-19 00:00:00+00:00,70,26,11,10
2025-03-20 00:00:00+00:00,42,16,11,7
