referrer,views_total,views_unique
Google,79,48
elixir-tools.dev,27,14
DuckDuckGo,19,10
elixirforum.com,14,7
github.com,10,6
mitchellhanberg.com,10,3
search.brave.com,4,3
hexdocs.pm,4,1
t.co,4,1
elixir-lang.org,3,3
