referrer,views_total,views_unique
Google,76,45
elixir-tools.dev,27,14
DuckDuckGo,18,9
elixirforum.com,14,7
github.com,10,6
mitchellhanberg.com,10,3
search.brave.com,5,4
hexdocs.pm,4,1
t.co,4,1
elixir-lang.org,3,3
