time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-20 00:00:00+00:00,76,27,24,13
2025-07-21 00:00:00+00:00,78,26,19,9
2025-07-22 00:00:00+00:00,80,27,8,7
2025-07-23 00:00:00+00:00,58,15,17,15
2025-07-24 00:00:00+00:00,86,32,19,12
2025-07-25 00:00:00+00:00,99,32,11,11
2025-07-26 00:00:00+00:00,59,18,11,8
2025-07-27 00:00:00+00:00,71,26,14,13
2025-07-28 00:00:00+00:00,105,33,12,8
2025-07-29 00:00:00+00:00,105,37,23,14
2025-07-30 00:00:00+00:00,98,29,31,19
2025-07-31 00:00:00+00:00,90,32,23,18
2025-08-01 00:00:00+00:00,69,22,47,21
2025-08-02 00:00:00+00:00,58,21,22,7
