time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-20 00:00:00+00:00,101,38,13,6
2026-04-21 00:00:00+00:00,102,45,10,5
2026-04-22 00:00:00+00:00,200,55,8,4
2026-04-23 00:00:00+00:00,146,49,11,9
2026-04-24 00:00:00+00:00,135,52,11,8
2026-04-25 00:00:00+00:00,122,41,9,6
2026-04-26 00:00:00+00:00,110,33,9,9
2026-04-27 00:00:00+00:00,84,28,7,6
2026-04-28 00:00:00+00:00,184,52,7,4
2026-04-29 00:00:00+00:00,119,41,9,8
2026-04-30 00:00:00+00:00,69,24,5,5
2026-05-01 00:00:00+00:00,69,24,7,5
2026-05-02 00:00:00+00:00,108,35,4,4
2026-05-03 00:00:00+00:00,141,46,6,6
