referrer,views_total,views_unique
Google,80,37
DuckDuckGo,10,7
qwant.com,9,2
elixir-tools.dev,5,5
expert-lsp.org,5,3
mitchellhanberg.com,2,2
search.brave.com,2,2
Bing,1,1
kagi.com,1,1
medium.com,1,1
