url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,284,147
/elixir-tools/elixir-tools.nvim/issues,27,16
/elixir-tools/elixir-tools.nvim/blob/ab10b425a4d4b34447b0699bd93aa42f97bdf4b5/lua/elixir/elixirls/init.lua,23,4
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/init.lua,22,3
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/elixirls,20,2
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,19,5
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/init.lua,12,1
/elixir-tools/elixir-tools.nvim/blob/main/README.md,11,5
/elixir-tools/elixir-tools.nvim/blob/main/.tool-versions,8,4
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/download.lua,8,1
