time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-14 00:00:00+00:00,75,31,4,3
2025-03-15 00:00:00+00:00,70,27,5,2
2025-03-16 00:00:00+00:00,64,24,9,8
2025-03-17 00:00:00+00:00,85,32,10,7
2025-03-18 00:00:00+00:00,80,29,20,11
2025-03-19 00:00:00+00:00,70,26,11,10
2025-03-20 00:00:00+00:00,55,21,13,9
2025-03-21 00:00:00+00:00,60,22,27,12
2025-03-22 00:00:00+00:00,59,25,7,5
2025-03-23 00:00:00+00:00,64,24,12,7
2025-03-24 00:00:00+00:00,93,29,17,13
2025-03-25 00:00:00+00:00,57,23,12,11
2025-03-26 00:00:00+00:00,90,32,27,19
2025-03-27 00:00:00+00:00,85,27,26,17
