referrer,views_total,views_unique
Google,182,86
elixir-tools.dev,85,38
DuckDuckGo,31,19
github.com,24,15
medium.com,18,15
luarocks.org,9,1
search.brave.com,8,3
elixirforum.com,7,5
mitchellhanberg.com,7,3
Bing,6,3
