time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-20 00:00:00+00:00,23,14,14,10
2024-01-21 00:00:00+00:00,39,16,39,7
2024-01-22 00:00:00+00:00,43,24,16,14
2024-01-23 00:00:00+00:00,48,24,67,23
2024-01-24 00:00:00+00:00,24,14,26,8
2024-01-25 00:00:00+00:00,30,15,39,13
2024-01-26 00:00:00+00:00,41,20,26,8
2024-01-27 00:00:00+00:00,27,13,43,12
2024-01-28 00:00:00+00:00,25,14,16,9
2024-01-29 00:00:00+00:00,47,20,23,15
2024-01-30 00:00:00+00:00,123,22,30,21
2024-01-31 00:00:00+00:00,103,31,63,13
2024-02-01 00:00:00+00:00,66,27,27,14
2024-02-02 00:00:00+00:00,38,19,61,21
