url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,328,194
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,38,10
/elixir-tools/elixir-tools.nvim/issues,23,9
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/init.lua,18,3
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/elixirls,14,3
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/init.lua,9,2
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/nextls/init.lua,8,4
/elixir-tools/elixir-tools.nvim/pulls,7,5
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/nextls,6,3
/elixir-tools/elixir-tools.nvim/tree/main/ftplugin,6,2
