time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-12 00:00:00+00:00,26,13,19,13
2024-07-13 00:00:00+00:00,34,12,23,13
2024-07-14 00:00:00+00:00,29,14,17,9
2024-07-15 00:00:00+00:00,31,16,12,10
2024-07-16 00:00:00+00:00,36,17,41,15
2024-07-17 00:00:00+00:00,23,11,28,11
2024-07-18 00:00:00+00:00,23,9,26,11
2024-07-19 00:00:00+00:00,25,11,12,9
2024-07-20 00:00:00+00:00,21,7,29,12
2024-07-21 00:00:00+00:00,37,10,14,10
2024-07-22 00:00:00+00:00,27,11,39,14
2024-07-23 00:00:00+00:00,31,13,40,13
2024-07-24 00:00:00+00:00,21,7,14,6
2024-07-25 00:00:00+00:00,23,11,25,10
