time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-14 00:00:00+00:00,179,93,106,17
2024-02-15 00:00:00+00:00,102,80,42,18
2024-02-16 00:00:00+00:00,61,46,83,16
2024-02-17 00:00:00+00:00,95,27,31,10
2024-02-18 00:00:00+00:00,25,20,18,10
2024-02-19 00:00:00+00:00,63,40,45,23
2024-02-20 00:00:00+00:00,64,32,43,22
2024-02-21 00:00:00+00:00,61,36,50,18
2024-02-22 00:00:00+00:00,49,32,45,16
2024-02-23 00:00:00+00:00,48,31,69,17
2024-02-24 00:00:00+00:00,31,18,19,10
2024-02-25 00:00:00+00:00,52,23,23,14
2024-02-26 00:00:00+00:00,78,36,30,16
2024-02-27 00:00:00+00:00,102,63,103,36
