referrer,views_total,views_unique
Google,173,85
elixir-tools.dev,151,55
github.com,39,13
mitchellhanberg.com,24,7
DuckDuckGo,23,19
Bing,16,5
t.co,7,4
medium.com,4,3
elixirforum.com,3,3
search.brave.com,2,2
