time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-10 00:00:00+00:00,63,22,5,4
2026-01-11 00:00:00+00:00,115,38,5,3
2026-01-12 00:00:00+00:00,142,23,15,11
2026-01-13 00:00:00+00:00,80,28,20,6
2026-01-14 00:00:00+00:00,73,27,12,4
2026-01-15 00:00:00+00:00,54,25,25,11
2026-01-16 00:00:00+00:00,55,22,2,2
2026-01-17 00:00:00+00:00,67,22,4,4
2026-01-18 00:00:00+00:00,65,23,5,5
2026-01-19 00:00:00+00:00,112,34,8,8
2026-01-20 00:00:00+00:00,75,22,17,13
2026-01-21 00:00:00+00:00,67,25,11,10
2026-01-22 00:00:00+00:00,74,25,12,11
2026-01-23 00:00:00+00:00,65,21,21,7
