referrer,views_total,views_unique
Google,90,40
search.brave.com,12,6
github.com,10,7
medium.com,5,1
expert-lsp.org,3,1
elixir-tools.dev,2,2
kagi.com,2,2
Bing,1,1
DuckDuckGo,1,1
elixirforum.com,1,1
