referrer,views_total,views_unique
Google,72,47
github.com,8,3
expert-lsp.org,7,3
elixirforum.com,7,1
DuckDuckGo,6,5
elixir-tools.dev,4,4
search.brave.com,4,3
dotfyle.com,1,1
medium.com,1,1
mitchellhanberg.com,1,1
