time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-03 00:00:00+00:00,59,25,17,11
2025-04-04 00:00:00+00:00,62,26,14,9
2025-04-05 00:00:00+00:00,53,19,13,10
2025-04-06 00:00:00+00:00,70,27,27,10
2025-04-07 00:00:00+00:00,80,32,25,12
2025-04-08 00:00:00+00:00,86,32,9,6
2025-04-09 00:00:00+00:00,70,29,11,9
2025-04-10 00:00:00+00:00,56,21,20,15
2025-04-11 00:00:00+00:00,76,29,8,7
2025-04-12 00:00:00+00:00,88,30,13,9
2025-04-13 00:00:00+00:00,56,22,24,12
2025-04-14 00:00:00+00:00,59,21,21,12
2025-04-15 00:00:00+00:00,75,27,15,9
2025-04-16 00:00:00+00:00,60,22,12,9
