referrer,views_total,views_unique
Google,81,37
qwant.com,9,2
DuckDuckGo,8,6
expert-lsp.org,6,4
elixir-tools.dev,5,5
mitchellhanberg.com,2,2
search.brave.com,2,2
github.com,2,1
Bing,1,1
kagi.com,1,1
