url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,308,153
/elixir-tools/elixir-tools.nvim/issues,39,21
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,32,8
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/nextls/init.lua,18,4
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/nextls,17,4
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/init.lua,12,5
/elixir-tools/elixir-tools.nvim/blob/main/README.md,9,4
/elixir-tools/elixir-tools.nvim/issues/187,8,7
/elixir-tools/elixir-tools.nvim/pulls,8,7
/elixir-tools/elixir-tools.nvim/blob/main/doc/elixir-tools.nvim.txt,8,4
