referrer,views_total,views_unique
Google,67,36
DuckDuckGo,7,5
qwant.com,7,2
elixirforum.com,7,1
expert-lsp.org,6,4
elixir-tools.dev,4,4
search.brave.com,3,3
github.com,3,2
mitchellhanberg.com,2,2
Bing,1,1
