referrer,views_total,views_unique
Google,206,66
elixir-tools.dev,100,34
github.com,49,11
DuckDuckGo,18,8
t.co,18,1
elixirforum.com,10,7
Bing,10,5
mitchellhanberg.com,7,4
search.brave.com,5,5
medium.com,5,4
