time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-19 00:00:00+00:00,26,12,48,18
2023-12-20 00:00:00+00:00,45,20,30,9
2023-12-21 00:00:00+00:00,29,13,145,20
2023-12-22 00:00:00+00:00,43,14,12,10
2023-12-23 00:00:00+00:00,51,20,31,10
2023-12-24 00:00:00+00:00,55,15,55,16
2023-12-25 00:00:00+00:00,39,14,44,18
2023-12-26 00:00:00+00:00,39,14,71,33
2023-12-27 00:00:00+00:00,60,26,114,25
2023-12-28 00:00:00+00:00,51,18,40,18
2023-12-29 00:00:00+00:00,53,15,53,24
2023-12-30 00:00:00+00:00,62,26,16,11
2023-12-31 00:00:00+00:00,69,51,24,15
2024-01-01 00:00:00+00:00,41,27,17,11
