url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,324,184
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,30,6
/elixir-tools/elixir-tools.nvim/issues,23,8
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/elixirls,14,3
/elixir-tools/elixir-tools.nvim/tree/main/bin,13,3
/elixir-tools/elixir-tools.nvim/pulls,12,3
/elixir-tools/elixir-tools.nvim/blob/0de83ff15ab76608ed4020676193bdf5a9d8b9b7/lua/elixir/init.lua,12,1
/elixir-tools/elixir-tools.nvim/blob/main/.tool-versions,11,4
/elixir-tools/elixir-tools.nvim/blob/main/README.md,9,3
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/init.lua,8,4
