time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-10 00:00:00+00:00,55,22,23,10
2025-07-11 00:00:00+00:00,82,33,30,16
2025-07-12 00:00:00+00:00,57,26,5,5
2025-07-13 00:00:00+00:00,96,28,4,4
2025-07-14 00:00:00+00:00,78,27,25,7
2025-07-15 00:00:00+00:00,69,29,23,12
2025-07-16 00:00:00+00:00,80,28,18,12
2025-07-17 00:00:00+00:00,79,27,16,7
2025-07-18 00:00:00+00:00,69,28,8,8
2025-07-19 00:00:00+00:00,83,28,22,10
2025-07-20 00:00:00+00:00,76,27,24,13
2025-07-21 00:00:00+00:00,78,26,19,9
2025-07-22 00:00:00+00:00,80,27,8,7
2025-07-23 00:00:00+00:00,35,12,15,14
