time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-26 00:00:00+00:00,26,11,16,12
2025-01-27 00:00:00+00:00,20,8,17,14
2025-01-28 00:00:00+00:00,26,12,7,4
2025-01-29 00:00:00+00:00,22,10,17,13
2025-01-30 00:00:00+00:00,97,33,11,9
2025-01-31 00:00:00+00:00,57,27,23,5
2025-02-01 00:00:00+00:00,61,25,11,5
2025-02-02 00:00:00+00:00,63,27,10,7
2025-02-03 00:00:00+00:00,66,30,15,8
2025-02-04 00:00:00+00:00,68,29,16,11
2025-02-05 00:00:00+00:00,64,28,34,16
2025-02-06 00:00:00+00:00,62,30,36,18
2025-02-07 00:00:00+00:00,79,23,13,12
2025-02-08 00:00:00+00:00,88,32,16,13
