referrer,views_total,views_unique
Google,42,34
github.com,10,5
search.brave.com,10,5
DuckDuckGo,3,3
elixirforum.com,2,2
medium.com,2,2
dotfyle.com,1,1
mitchellhanberg.com,1,1
