time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-10 00:00:00+00:00,57,30,1,1
2026-06-11 00:00:00+00:00,61,22,6,5
2026-06-12 00:00:00+00:00,68,23,5,3
2026-06-13 00:00:00+00:00,68,25,11,11
2026-06-14 00:00:00+00:00,61,23,8,7
2026-06-15 00:00:00+00:00,93,32,5,4
2026-06-16 00:00:00+00:00,65,27,2,2
2026-06-17 00:00:00+00:00,87,32,2,2
2026-06-18 00:00:00+00:00,64,26,6,4
2026-06-19 00:00:00+00:00,87,29,7,7
2026-06-20 00:00:00+00:00,90,28,3,2
2026-06-21 00:00:00+00:00,68,24,8,4
2026-06-22 00:00:00+00:00,96,35,3,3
2026-06-23 00:00:00+00:00,98,29,10,9
