time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-01 00:00:00+00:00,24,11,18,15
2024-09-02 00:00:00+00:00,27,12,23,12
2024-09-03 00:00:00+00:00,27,13,37,27
2024-09-04 00:00:00+00:00,24,8,35,16
2024-09-05 00:00:00+00:00,26,10,34,18
2024-09-06 00:00:00+00:00,22,8,39,14
2024-09-07 00:00:00+00:00,18,6,8,7
2024-09-08 00:00:00+00:00,24,9,16,11
2024-09-09 00:00:00+00:00,23,8,25,19
2024-09-10 00:00:00+00:00,23,11,45,15
2024-09-11 00:00:00+00:00,19,5,35,13
2024-09-12 00:00:00+00:00,21,8,25,20
2024-09-13 00:00:00+00:00,29,11,14,8
2024-09-14 00:00:00+00:00,22,8,30,14
