time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-16 00:00:00+00:00,56,23,7,7
2025-11-17 00:00:00+00:00,59,26,20,9
2025-11-18 00:00:00+00:00,52,25,30,13
2025-11-19 00:00:00+00:00,58,27,16,6
2025-11-20 00:00:00+00:00,68,24,8,7
2025-11-21 00:00:00+00:00,63,23,15,10
2025-11-22 00:00:00+00:00,46,22,6,5
2025-11-23 00:00:00+00:00,67,29,6,5
2025-11-24 00:00:00+00:00,80,30,18,12
2025-11-25 00:00:00+00:00,79,38,21,11
2025-11-26 00:00:00+00:00,83,30,10,7
2025-11-27 00:00:00+00:00,76,35,6,6
2025-11-28 00:00:00+00:00,61,26,16,6
2025-11-29 00:00:00+00:00,33,13,7,7
