url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,164,102
/elixir-tools/elixir-tools.nvim/issues,10,4
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,6,4
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/init.lua,5,3
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/nextls/init.lua,5,2
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/elixirls,3,3
/elixir-tools/elixir-tools.nvim/blob/b465f6aff50257fa466de3886fc3e7de2dcff0de/lua/elixir/elixirls/init.lua,3,2
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/nextls,3,2
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/init.lua,2,2
/elixir-tools/elixir-tools.nvim/issues/185,2,2
