time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-25 00:00:00+00:00,65,22,18,11
2025-04-26 00:00:00+00:00,61,19,10,6
2025-04-27 00:00:00+00:00,71,28,19,13
2025-04-28 00:00:00+00:00,90,23,26,20
2025-04-29 00:00:00+00:00,79,27,16,10
2025-04-30 00:00:00+00:00,63,23,5,5
2025-05-01 00:00:00+00:00,67,25,29,12
2025-05-02 00:00:00+00:00,80,30,16,10
2025-05-03 00:00:00+00:00,65,24,13,8
2025-05-04 00:00:00+00:00,58,20,11,7
2025-05-05 00:00:00+00:00,63,25,13,10
2025-05-06 00:00:00+00:00,56,22,16,10
2025-05-07 00:00:00+00:00,111,34,10,6
2025-05-08 00:00:00+00:00,135,32,19,12
