time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-12 00:00:00+00:00,31,17,19,8
2025-09-13 00:00:00+00:00,35,15,18,6
2025-09-14 00:00:00+00:00,41,17,17,7
2025-09-15 00:00:00+00:00,40,20,22,10
2025-09-16 00:00:00+00:00,90,24,16,12
2025-09-17 00:00:00+00:00,57,23,13,10
2025-09-18 00:00:00+00:00,74,35,19,16
2025-09-19 00:00:00+00:00,55,20,31,13
2025-09-20 00:00:00+00:00,56,25,5,5
2025-09-21 00:00:00+00:00,41,18,7,6
2025-09-22 00:00:00+00:00,52,18,16,11
2025-09-23 00:00:00+00:00,57,26,20,9
2025-09-24 00:00:00+00:00,59,24,19,13
2025-09-25 00:00:00+00:00,73,24,18,8
