time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-04 00:00:00+00:00,68,29,16,11
2025-02-05 00:00:00+00:00,64,28,34,16
2025-02-06 00:00:00+00:00,62,30,36,18
2025-02-07 00:00:00+00:00,79,23,13,12
2025-02-08 00:00:00+00:00,91,34,16,13
2025-02-09 00:00:00+00:00,59,23,12,9
2025-02-10 00:00:00+00:00,73,33,5,5
2025-02-11 00:00:00+00:00,68,29,16,11
2025-02-12 00:00:00+00:00,52,23,47,8
2025-02-13 00:00:00+00:00,62,25,15,7
2025-02-14 00:00:00+00:00,77,32,20,13
2025-02-15 00:00:00+00:00,52,20,19,9
2025-02-16 00:00:00+00:00,51,15,10,7
2025-02-17 00:00:00+00:00,76,17,18,9
