url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,205,138
/elixir-tools/elixir-tools.nvim/issues,17,9
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,6,3
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/elixirls,6,3
/elixir-tools/elixir-tools.nvim/blob/main/justfile,5,3
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/init.lua,5,2
/elixir-tools/elixir-tools.nvim/blob/main/README.md,4,4
/elixir-tools/elixir-tools.nvim/tree/main/ftplugin,4,2
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/nextls/init.lua,4,1
/elixir-tools/elixir-tools.nvim/tree/main,3,3
