url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,251,139
/elixir-tools/elixir-tools.nvim/issues,18,8
/elixir-tools/elixir-tools.nvim/issues/232,10,1
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,8,4
/elixir-tools/elixir-tools.nvim/issues/229,6,4
/elixir-tools/elixir-tools.nvim/blob/main/README.md,5,4
/elixir-tools/elixir-tools.nvim/releases/tag/v0.16.2,3,3
/elixir-tools/elixir-tools.nvim/commits/main,3,2
/elixir-tools/elixir-tools.nvim/issues/123,3,1
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/credo/init.lua,2,2
