url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,111,64
/elixir-tools/elixir-tools.nvim/issues,16,6
/elixir-tools/elixir-tools.nvim/pulls,5,3
/elixir-tools/elixir-tools.nvim/issues/245,3,2
/elixir-tools/elixir-tools.nvim/issues/164,3,1
/elixir-tools/elixir-tools.nvim/issues/123,2,2
/elixir-tools/elixir-tools.nvim/issues/148,2,2
/elixir-tools/elixir-tools.nvim/issues/202,2,2
/elixir-tools/elixir-tools.nvim/issues/228,2,2
/elixir-tools/elixir-tools.nvim/pull/85,2,2
