time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-09 00:00:00+00:00,68,28,8,8
2026-02-10 00:00:00+00:00,54,20,17,8
2026-02-11 00:00:00+00:00,50,18,1,1
2026-02-12 00:00:00+00:00,64,22,8,8
2026-02-13 00:00:00+00:00,71,29,16,8
2026-02-14 00:00:00+00:00,47,15,10,5
2026-02-15 00:00:00+00:00,47,19,20,16
2026-02-16 00:00:00+00:00,56,20,15,6
2026-02-17 00:00:00+00:00,87,22,10,9
2026-02-18 00:00:00+00:00,88,25,18,12
2026-02-19 00:00:00+00:00,53,20,3,3
2026-02-20 00:00:00+00:00,57,22,12,6
2026-02-21 00:00:00+00:00,69,29,13,8
2026-02-22 00:00:00+00:00,64,25,3,3
