time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-20 00:00:00+00:00,21,7,29,12
2024-07-21 00:00:00+00:00,37,10,14,10
2024-07-22 00:00:00+00:00,27,11,39,14
2024-07-23 00:00:00+00:00,31,13,40,13
2024-07-24 00:00:00+00:00,21,7,14,6
2024-07-25 00:00:00+00:00,24,12,36,11
2024-07-26 00:00:00+00:00,28,9,16,10
2024-07-27 00:00:00+00:00,20,6,15,13
2024-07-28 00:00:00+00:00,30,6,18,13
2024-07-29 00:00:00+00:00,34,14,20,14
2024-07-30 00:00:00+00:00,24,10,49,26
2024-07-31 00:00:00+00:00,28,14,53,16
2024-08-01 00:00:00+00:00,23,8,33,19
2024-08-02 00:00:00+00:00,18,7,16,8
