time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-18 00:00:00+00:00,61,39,9,6
2025-10-19 00:00:00+00:00,51,28,26,15
2025-10-20 00:00:00+00:00,80,57,24,14
2025-10-21 00:00:00+00:00,62,32,38,17
2025-10-22 00:00:00+00:00,83,40,20,19
2025-10-23 00:00:00+00:00,39,30,5,4
2025-10-24 00:00:00+00:00,49,30,19,13
2025-10-25 00:00:00+00:00,45,33,18,9
2025-10-26 00:00:00+00:00,57,27,24,8
2025-10-27 00:00:00+00:00,61,40,9,8
2025-10-28 00:00:00+00:00,65,34,16,15
2025-10-29 00:00:00+00:00,47,26,26,18
2025-10-30 00:00:00+00:00,57,28,29,11
2025-10-31 00:00:00+00:00,29,17,23,13
