time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-11 00:00:00+00:00,29,16,17,12
2025-11-12 00:00:00+00:00,51,28,29,10
2025-11-13 00:00:00+00:00,39,23,9,8
2025-11-14 00:00:00+00:00,44,23,7,6
2025-11-15 00:00:00+00:00,64,31,14,10
2025-11-16 00:00:00+00:00,56,23,7,7
2025-11-17 00:00:00+00:00,59,26,20,9
2025-11-18 00:00:00+00:00,52,25,30,13
2025-11-19 00:00:00+00:00,58,27,16,6
2025-11-20 00:00:00+00:00,68,24,8,7
2025-11-21 00:00:00+00:00,63,23,15,10
2025-11-22 00:00:00+00:00,46,22,6,5
2025-11-23 00:00:00+00:00,67,29,6,5
2025-11-24 00:00:00+00:00,77,27,13,11
