time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-17 00:00:00+00:00,75,28,19,12
2024-04-18 00:00:00+00:00,66,21,10,9
2024-04-19 00:00:00+00:00,70,26,29,21
2024-04-20 00:00:00+00:00,127,35,31,13
2024-04-21 00:00:00+00:00,67,27,35,15
2024-04-22 00:00:00+00:00,101,47,48,21
2024-04-23 00:00:00+00:00,91,34,42,20
2024-04-24 00:00:00+00:00,83,27,65,16
2024-04-25 00:00:00+00:00,97,30,42,16
2024-04-26 00:00:00+00:00,107,25,40,16
2024-04-27 00:00:00+00:00,80,29,11,5
2024-04-28 00:00:00+00:00,66,21,32,13
2024-04-29 00:00:00+00:00,51,19,46,11
2024-04-30 00:00:00+00:00,89,31,24,18
