time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-25 00:00:00+00:00,87,31,21,13
2025-06-26 00:00:00+00:00,106,32,16,10
2025-06-27 00:00:00+00:00,86,31,12,11
2025-06-28 00:00:00+00:00,54,20,2,2
2025-06-29 00:00:00+00:00,65,25,25,12
2025-06-30 00:00:00+00:00,77,32,9,6
2025-07-01 00:00:00+00:00,64,26,16,12
2025-07-02 00:00:00+00:00,77,31,8,7
2025-07-03 00:00:00+00:00,75,29,37,18
2025-07-04 00:00:00+00:00,81,30,20,12
2025-07-05 00:00:00+00:00,71,25,10,6
2025-07-06 00:00:00+00:00,81,25,19,6
2025-07-07 00:00:00+00:00,91,33,6,5
2025-07-08 00:00:00+00:00,99,26,22,13
