time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-21 00:00:00+00:00,63,23,15,10
2025-11-22 00:00:00+00:00,46,22,6,5
2025-11-23 00:00:00+00:00,67,29,6,5
2025-11-24 00:00:00+00:00,80,30,18,12
2025-11-25 00:00:00+00:00,79,38,21,11
2025-11-26 00:00:00+00:00,83,30,10,7
2025-11-27 00:00:00+00:00,76,35,6,6
2025-11-28 00:00:00+00:00,61,26,16,6
2025-11-29 00:00:00+00:00,38,16,7,7
2025-11-30 00:00:00+00:00,49,23,7,6
2025-12-01 00:00:00+00:00,123,58,47,18
2025-12-02 00:00:00+00:00,119,49,12,8
2025-12-03 00:00:00+00:00,172,56,29,13
2025-12-04 00:00:00+00:00,77,21,17,12
