time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-28 00:00:00+00:00,25,14,16,9
2024-01-29 00:00:00+00:00,47,20,23,15
2024-01-30 00:00:00+00:00,123,22,30,21
2024-01-31 00:00:00+00:00,103,31,63,13
2024-02-01 00:00:00+00:00,66,27,27,14
2024-02-02 00:00:00+00:00,43,22,63,23
2024-02-03 00:00:00+00:00,40,19,68,14
2024-02-04 00:00:00+00:00,26,12,52,14
2024-02-05 00:00:00+00:00,40,25,37,13
2024-02-06 00:00:00+00:00,40,19,71,23
2024-02-07 00:00:00+00:00,55,20,58,17
2024-02-08 00:00:00+00:00,67,26,84,19
2024-02-09 00:00:00+00:00,50,17,48,16
2024-02-10 00:00:00+00:00,35,17,76,13
