time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-05 00:00:00+00:00,67,33,56,21
2023-12-06 00:00:00+00:00,44,19,36,15
2023-12-07 00:00:00+00:00,48,19,37,20
2023-12-08 00:00:00+00:00,54,20,21,11
2023-12-09 00:00:00+00:00,68,29,33,17
2023-12-10 00:00:00+00:00,66,21,38,20
2023-12-11 00:00:00+00:00,71,25,50,19
2023-12-12 00:00:00+00:00,53,24,19,11
2023-12-13 00:00:00+00:00,59,24,25,15
2023-12-14 00:00:00+00:00,69,24,17,10
2023-12-15 00:00:00+00:00,72,24,37,15
2023-12-16 00:00:00+00:00,58,16,34,17
2023-12-17 00:00:00+00:00,38,20,23,13
2023-12-18 00:00:00+00:00,37,13,26,10
