referrer,views_total,views_unique
Google,114,77
search.brave.com,32,11
elixir-tools.dev,31,15
DuckDuckGo,17,14
elixirforum.com,14,9
mitchellhanberg.com,11,8
medium.com,9,4
github.com,6,5
Bing,6,1
yandex.ru,3,3
