time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-20 00:00:00+00:00,56,25,5,5
2025-09-21 00:00:00+00:00,41,18,7,6
2025-09-22 00:00:00+00:00,52,18,16,11
2025-09-23 00:00:00+00:00,57,26,20,9
2025-09-24 00:00:00+00:00,59,24,19,13
2025-09-25 00:00:00+00:00,86,29,21,10
2025-09-26 00:00:00+00:00,33,16,16,12
2025-09-27 00:00:00+00:00,30,15,26,17
2025-09-28 00:00:00+00:00,25,13,18,11
2025-09-29 00:00:00+00:00,122,43,15,10
2025-09-30 00:00:00+00:00,79,31,10,8
2025-10-01 00:00:00+00:00,61,36,14,13
2025-10-02 00:00:00+00:00,63,23,12,8
2025-10-03 00:00:00+00:00,45,17,16,5
