url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,322,174
/elixir-tools/elixir-tools.nvim/issues,37,22
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,26,9
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/elixirls,25,6
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/init.lua,18,5
/elixir-tools/elixir-tools.nvim/issues/177,10,8
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/download.lua,10,4
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/credo/init.lua,10,2
/elixir-tools/elixir-tools.nvim/blob/main/README.md,8,4
/elixir-tools/elixir-tools.nvim/blob/main/.tool-versions,8,4
